"Set_ID","Time","end_gen","ngen_expt","Ne","n_ind_exp","n_cages","sequence_length","r_msp","r","r_expt","mu_msp","mu","mu_neutral","shape","scale","mut_ratio","proj","LDdelta","pa","Vs","randomise","pdelta_method","bdelta_method","va_true","vA_true","vA_est","vA_left","pdelta_emp","bdelta_intercept_emp","bdelta_slope_emp","sigma2delta_emp","pdelta_est","pdelta_var_est","bdelta_intercept_est","bdelta_slope_est","bdelta_var_est","sigma2delta_est","seg_sites","seg_sites_neu","seg_sites_ben","seg_sites_del","s_pmq"
"SCE-BIO-C06645_2024-07-22_19:45:56.78404_3e-08_1.4_1.4_1000_1_1","2024-07-22 19:46:45.496701","5","1","1330000","1000","1","1e+06","2.63157894736842e-09","1.4e-06","1.4e-06","5.6390977443609e-12","3e-08","1.5e-11","0.3","0.033","0","BLoM","FALSE","1","LoNL","TRUE","optim","fixed","0.000111167553478777","0.000109505448558417","2.40386619581311e-07","0.000101284284659123","-0.823948207814261","0.00944348763828044","-0.00501893807907134","2.92153991627498e-06","4.36166658346337e-05","3375.72829520347","0","0","0_0_0","4.177923830234e-06","147","0","74","73","0.735039233496589"
