"Set_ID","Time","end_gen","ngen_expt","Ne","n_ind_exp","n_cages","sequence_length","r_msp","r","r_expt","mu_msp","mu","mu_neutral","shape","scale","mut_ratio","proj","LDdelta","pa","Vs","randomise","pdelta_method","bdelta_method","vA_true","vA_est","pdelta_est","pdelta_var_est","bdelta_intercept_est","bdelta_slope_est","seg_sites","bdelta_var_est","vA_left"
"bigwig_2024-07-02_02:46:04.949159_1.12424242424242e-08_0.014_1000_10_3","2024-07-02 02:51:10.579656","2","3","1330000","1000","10","1e+06","2.63157894736842e-11","1.4e-08","1.4e-08","2.11323763955342e-11","1.12424242424242e-08","7.04412546517807e-12","0.3","0.033","1","BLoM","FALSE","1","LoNL","TRUE","optim","estimate","0.0417068055558038","0.0437590770627701","0.181107369159458","0.252885047545049","0.00137432825931655","0.0033239284573536","1030","1.98451957234114e-05_1.87319032963432e-05_-1.11750109019471e-06","0.0417104302358931"
