"Set_ID","Time","end_gen","ngen_expt","Ne","n_ind_exp","n_cages","sequence_length","r_msp","r","r_expt","mu_msp","mu","mu_neutral","shape","scale","mut_ratio","proj","LDdelta","pa","Vs","randomise","pdelta_method","bdelta_method","vA_true","vA_est","pdelta_est","pdelta_var_est","bdelta_intercept_est","bdelta_slope_est","seg_sites","bdelta_var_est","vA_left"
"bigwig_2024-07-02_03:10:04.984572_1.21010101010101e-08_1.4_500_10_3","2024-07-02 03:17:08.836662","2","3","1330000","500","10","1e+06","2.63157894736842e-09","1.4e-06","1.4e-06","2.27462595883648e-11","1.21010101010101e-08","7.58208652945495e-12","0.3","0.033","1","BLoM","FALSE","1","LoNL","TRUE","optim","estimate","0.0625791154909788","0.0662349850635264","-0.568155687743493","0.103446085028207","-0.00444799889497658","-0.00238267811544549","1159","1.09837687745819e-05_3.28568438830345e-05_-1.1114245955821e-06","0.0625168223930793"
